Sense and Sensibility,Kate Winslet,Emma Thompson,Hugh Grant,Tom Wilkinson,Alan Rickman,Hugh Laurie,Imelda Staunton,Robert Hardy,Oliver Ford Davies,James Fleet,Harriet Walter,Gemma Jones
Four Rooms,Tim Roth,Antonio Banderas,Jennifer Beals,Madonna,Marisa Tomei,Bruce Willis,Quentin Tarantino,Valeria Golino,Lili Taylor,Ione Skye,Alicia Witt,David Proval,Tamlyn Tomita,Kathy Griffin,Paul Calderon,Salma Hayek,Marc Lawrence
Ace Ventura: When Nature Calls,Jim Carrey,Ian McNeice,Simon Callow,Bob Gunton,Sophie Okonedo,Adewale Akinnuoye-Agbaje,Bruce Spence
Money Train,Wesley Snipes,Woody Harrelson,Jennifer Lopez,Chris Cooper,Joe Grifasi,Scott Sowers,Skipp Sudduth,Aida Turturro,Vincent Pastore,Enrico Colantoni,Bill Nunn,Jeremy Roberts,Joe Bacino
Get Shorty,John Travolta,Gene Hackman,Rene Russo,Danny DeVito,Dennis Farina,Delroy Lindo,James Gandolfini,Jon Gries,David Paymer,Martin Ferrero,Miguel Sandoval,Jacob Vargas,Linda Hart
Copycat,Sigourney Weaver,Holly Hunter,Will Patton,Harry Connick Jr.,J.E. Freeman,Dermot Mulroney,John Rothman
Assassins,Sylvester Stallone,Antonio Banderas,Julianne Moore,Muse Watson,Steve Kahan,Kelly Rowan,Reed Diamond
Powder,Mary Steenburgen,Sean Patrick Flanery,Lance Henriksen,Jeff Goldblum,Brandon Smith
Leaving Las Vegas,Nicolas Cage,Elisabeth Shue,Julian Sands,Richard Lewis,Steven Weber,Valeria Golino,Graham Beckel,Laurie Metcalf,Shawnee Smith
The City of Lost Children,Ron Perlman,Dominique Pinon,Jean-Claude Dreyfus,Rufus,Ticky Holgado,Jean-Louis Trintignant,Dominique Bettenfeld,Philippe Beautier
Dangerous Minds,Michelle Pfeiffer,George Dzundza,Courtney B. Vance,Robin Bartlett,John Neville,Lorraine Toussaint,Renoly Santiago
Twelve Monkeys,Bruce Willis,Madeleine Stowe,Brad Pitt,Christopher Plummer,David Morse,Jon Seda,Christopher Meloni,Joey Perillo,LisaGay Hamilton,Matt Ross,Bill Raymond,Charles Techman,Joseph McKenna,Stephen Bridgewater
Babe,Miriam Margolyes,Danny Mann,Hugo Weaving,Miriam Flynn,James Cromwell,Russi Taylor,Roscoe Lee Browne,Magda Szubanski
Dead Man Walking,Susan Sarandon,Sean Penn,Robert Prosky,Raymond J. Barry,R. Lee Ermey,Celia Weston,Lois Smith,Scott Wilson,Roberta Maxwell,Margo Martindale,Jack Black,Peter Sarsgaard,Barton Heyman,Nesbitt Blaisdell,Larry Pine,Kevin Cooney,Clancy Brown,Jon Abrahams,Eva Amurri Martino,Lenore Banks,Scott Sowers,Adam Nelson,Marcus Lyle Brown,Anthony Michael Frederick
It Takes Two,Kirstie Alley,Steve Guttenberg,Ashley Olsen,Mary-Kate Olsen,Philip Bosco
Clueless,Alicia Silverstone,Brittany Murphy,Paul Rudd,Donald Faison,Breckin Meyer,Jeremy Sisto,Dan Hedaya,Wallace Shawn,Julie Brown
Mortal Kombat,Christopher Lambert,Robin Shou,Linden Ashby,Cary-Hiroyuki Tagawa,Bridgette Wilson,Talisa Soto,Keith Cooke
To Die For,Nicole Kidman,Matt Dillon,Joaquin Phoenix,Casey Affleck,Illeana Douglas,Alison Folland,Dan Hedaya,Wayne Knight,David Cronenberg,Kurtwood Smith,Holland Taylor,Susan Traylor
Se7en,Brad Pitt,Morgan Freeman,Gwyneth Paltrow,John C. McGinley,Kevin Spacey,R. Lee Ermey,Richard Roundtree,Richard Schiff,Mark Boone Junior,John Cassini,Reg E. Cathey,Peter Crombie,Michael Massee,Leland Orser,Richard Portnow,Daniel Zacapa,Richmond Arquette,Shannon Wilcox,George Christy,Endre Hules,Gene Borkan,Bob Stephenson,Michael Reid MacKay,Lennie Loftin,Heidi Schanz,Charles A. Tamburro,Charles S. Dutton
Pocahontas,Mel Gibson,David Ogden Stiers,John Kassir,Russell Means,Christian Bale,Linda Hunt,Danny Mann,Billy Connolly,Frank Welker,Jim Cummings
The Usual Suspects,Stephen Baldwin,Gabriel Byrne,Chazz Palminteri,Kevin Pollak,Pete Postlethwaite,Kevin Spacey,Giancarlo Esposito,Benicio del Toro,Dan Hedaya,Paul Bartel,Clark Gregg,Louis Lombardi,Frank Medrano
Mighty Aphrodite,Woody Allen,Mira Sorvino,Helena Bonham Carter,F. Murray Abraham,Claire Bloom,Olympia Dukakis,Michael Rapaport,David Ogden Stiers,Jack Warden,Peter Weller
The Indian in the Cupboard,Lindsay Crouse,Richard Jenkins,Steve Coogan,David Keith,Nestor Serrano
Mr. Holland's Opus,Richard Dreyfuss,Glenne Headly,Jay Thomas,Olympia Dukakis,William H. Macy,Alicia Witt,Terrence Howard,Joanna Gleason
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Shawn Wayans,Marlon Wayans,Vivica A. Fox,Bernie Mac,Faizon Love
Bio-Dome,Pauly Shore,Stephen Baldwin,Joey Lauren Adams,William Atherton,Kevin West,Denise Dowse,Kylie Minogue,Kyle Gass,Jack Black,Rose McGowan
Friday,Ice Cube,Chris Tucker,Nia Long,Tom Lister Jr.,John Witherspoon,Anna Maria Horsford,Regina King,Paula Jai Parker,Faizon Love,Tony Cox,Bernie Mac,Meagan Good,Michael Clarke Duncan
From Dusk Till Dawn,George Clooney,Quentin Tarantino,Harvey Keitel,Juliette Lewis,Salma Hayek,Cheech Marin,Danny Trejo,Tom Savini,Michael Parks,John Saxon,Marc Lawrence,Kelly Preston,John Hawkes,Aimee Graham,Gregory Nicotero,Mike Moroff,Tia Texada,Jake McKinnon
Nick of Time,Johnny Depp,Charles S. Dutton,Christopher Walken,Roma Maffia,Peter Strauss,Gloria Reuben,Marsha Mason,Bill Smitrovich,Charles Carroll
Vampire in Brooklyn,Eddie Murphy,Angela Bassett,Allen Payne,John Witherspoon,Zakes Mokae,Joanna Cassidy,W. Earl Brown
Beautiful Girls,Matt Dillon,Noah Emmerich,Annabeth Gish,Lauren Holly,Timothy Hutton,Uma Thurman,Mira Sorvino,Michael Rapaport,Rosie O'Donnell,Pruitt Taylor Vince,Max Perlich,Martha Plimpton,Natalie Portman,Richard Bright,Sam Robards,David Arquette,Adam LeFevre,John Carroll Lynch,Frank Anello
Broken Arrow,John Travolta,Christian Slater,Samantha Mathis,Delroy Lindo,Bob Gunton,Frank Whaley,Vondie Curtis-Hall,Jack Thompson,Vyto Ruginis,Shaun Toub
La Haine,Vincent Cassel,Said Taghmaoui,Benoit Magimel,Edouard Montoute,Marc Duret,Vincent Lindon,Mathieu Kassovitz,Philippe Nahon,Zinedine Soualem,Karin Viard
Bottle Rocket,Luke Wilson,Owen Wilson,Andrew Wilson,Robert Musgrave,James Caan
Happy Gilmore,Adam Sandler,Ben Stiller,Christopher McDonald,Julie Bowen,Frances Bay,Carl Weathers,Richard Kiel,Allen Covert,Joe Flaherty,Robert Smigel,Dennis Dugan,Kevin Nealon
The Bridges of Madison County,Meryl Streep,Clint Eastwood,Annie Corley,Victor Slezak,Jim Haynie,Debra Monk
Braveheart,Mel Gibson,Catherine McCormack,Sophie Marceau,Patrick McGoohan,Angus Macfadyen,Brendan Gleeson,James Cosmo,Brian Cox,Tommy Flanagan,Rupert Vansittart,David O'Hara,Peter Mullan,David Gant,Malcolm Tierney,Gerard McSorley,Richard Leaf,John Kavanagh,Alun Armstrong,Michael Byrne,Donal Gibson
Taxi Driver,Robert De Niro,Harvey Keitel,Jodie Foster,Peter Boyle,Albert Brooks,Martin Scorsese,Victor Argo,Joe Spinell,Harry Northup
Boomerang,Eddie Murphy,Halle Berry,David Alan Grier,Grace Jones,Martin Lawrence,Geoffrey Holder,Eartha Kitt,Chris Rock,Tisha Campbell-Martin,John Witherspoon
The Neverending Story III: Escape from Fantasia,Kevin McNulty,Tracey Ellis,Jack Black,Freddie Jones,Adrien Dorval
Down Periscope,Kelsey Grammer,Lauren Holly,Rob Schneider,Harry Dean Stanton,Bruce Dern,William H. Macy,Rip Torn,Ken Hudson Campbell,Toby Huss,Duane Martin,Harland Williams,Matt Landers,Patton Oswalt
The Birdcage,Robin Williams,Gene Hackman,Nathan Lane,Dianne Wiest,Grant Heslov,Hank Azaria,Christine Baranski,Tom McGowan
Bad Boys,Will Smith,Martin Lawrence,Tea Leoni,Tcheky Karyo,Joe Pantoliano,Marg Helgenberger,Michael Imperioli,Theresa Randle,Anna Levine,Nestor Serrano,Kevin Corrigan,Julio Oscar Mechoso,Frank John Hughes,Lisa Boyle,Marc Macaulay,Will Knickerbocker
The Basketball Diaries,Leonardo DiCaprio,Lorraine Bracco,James Madio,Mark Wahlberg,Bruno Kirby,Juliette Lewis,Michael Imperioli,Ernie Hudson,Brittany Daniel
Apollo 13,Tom Hanks,Bill Paxton,Kevin Bacon,Gary Sinise,Ed Harris,Kathleen Quinlan,Miko Hughes,Tracy Reiner,David Andrews,Chris Ellis,Xander Berkeley,Roger Corman,Mark Wheeler,Endre Hules,Clint Howard,Christian Clemenson,Brett Cullen,Thom Barry,Gabriel Jarret
Rob Roy,Liam Neeson,Jessica Lange,John Hurt,Tim Roth,Eric Stoltz,Brian Cox,Jason Flemyng,Shirley Henderson,Brian McCardie,Gilly Gilchrist,Ewan Stewart,David Hayman
Batman Forever,Val Kilmer,Tommy Lee Jones,Jim Carrey,Nicole Kidman,Chris O'Donnell,Michael Gough,Pat Hingle,Drew Barrymore,Debi Mazar,Rene Auberjonois,Joe Grifasi,Jessica Tuck
Casper,Christina Ricci,Bill Pullman,Cathy Moriarty,Eric Idle,Joe Alaskey,Brad Garrett,Garette Ratliff Henson,Amy Brenneman,Ben Stein,Don Novello,John Kassir,Jess Harnell,Dan Aykroyd,Rodney Dangerfield,Clint Eastwood,Mel Gibson
Congo,Laura Linney,Dylan Walsh,Ernie Hudson,Tim Curry,Grant Heslov,Joe Don Baker,Mary Ellen Trainor,Stuart Pankin,James Karen,Lawrence T. Wrentz,John Hawkes,Bruce Campbell,Adewale Akinnuoye-Agbaje,Delroy Lindo,Joe Pantoliano
Crimson Tide,Denzel Washington,Gene Hackman,Matt Craven,George Dzundza,Viggo Mortensen,James Gandolfini,Michael Milhoan,Danny Nucci,Eric Bruskotter,Steve Zahn,Marcello Thedford,Ryan Phillippe,Scott Grimes
Desperado,Antonio Banderas,Salma Hayek,Joaquim de Almeida,Cheech Marin,Steve Buscemi,Quentin Tarantino,Danny Trejo,Elizabeth Rodriguez
Die Hard: With a Vengeance,Bruce Willis,Jeremy Irons,Samuel L. Jackson,Graham Greene,Colleen Camp,Anthony Peck,Kevin Chamberlin,Aldis Hodge
First Knight,Sean Connery,Richard Gere,Julia Ormond,Ben Cross,Liam Cunningham,Valentine Pelka,Ralph Ineson,John Gielgud
Free Willy 2 - The Adventure Home,Michael Madsen,August Schellenberg,Francis Capra,Mykelti Williamson,Elizabeth Pena,Jon Tenney,M. Emmet Walsh
Hackers,Jonny Lee Miller,Angelina Jolie,Jesse Bradford,Matthew Lillard,Renoly Santiago,Fisher Stevens,Alberta Watson,Laurence Mason,Lorraine Bracco,Wendell Pierce,Michael Gaston,Marc Anthony,Penn Jillette,Felicity Huffman
Johnny Mnemonic,Keanu Reeves,Dina Meyer,Takeshi Kitano,Ice-T,Dolph Lundgren,Denis Akiyama,Henry Rollins,Udo Kier
Judge Dredd,Sylvester Stallone,Diane Lane,Armand Assante,Rob Schneider,Jurgen Prochnow,Max von Sydow,Christopher Adamson,Joan Chen,Balthazar Getty,Maurice Roeves,Ewen Bremner,Martin McDougall,Mitchell Ryan,Scott Wilson
Mallrats,Jason Lee,Shannen Doherty,Claire Forlani,Ben Affleck,Joey Lauren Adams,Michael Rooker,Jason Mewes,Kevin Smith,Ethan Suplee,Stan Lee,Brian O'Halloran,Sven-Ole Thorsen,Scott Mosier,Walt Flanagan
The Net,Sandra Bullock,Jeremy Northam,Dennis Miller,Ken Howard,Diane Baker,Ray McKinnon,L. Scott Caldwell
Nine Months,Hugh Grant,Julianne Moore,Tom Arnold,Joan Cusack,Jeff Goldblum,Robin Williams,Ashley Johnson,Alexa PenaVega,Kristin Davis,Violet Columbus
The Prophecy,Christopher Walken,Elias Koteas,Virginia Madsen,Eric Stoltz,Adam Goldberg,Viggo Mortensen,Amanda Plummer
The Scarlet Letter,Demi Moore,Gary Oldman,Robert Duvall,Robert Prosky,Edward Hardwicke,Joan Plowright,Dana Ivey
Showgirls,Elizabeth Berkley,Kyle MacLachlan,Gina Gershon,Glenn Plummer,Robert Davi,Lisa Boyle,Jack McGee,Jacob Witkin
Smoke,Harvey Keitel,William Hurt,Giancarlo Esposito,Jose Zuniga,Jared Harris,Harold Perrineau,Forest Whitaker,Stockard Channing,Ashley Judd,Victor Argo
Species,Natasha Henstridge,Ben Kingsley,Michael Madsen,Alfred Molina,Forest Whitaker,Michelle Williams,Marg Helgenberger,Jordan Lund,David Jensen,Esther Scott,Gary Bullock,Whip Hubley,Patricia Belcher,Dendrie Taylor,Frank Welker,Greg Bronson,Zak Knutson
Strange Days,Ralph Fiennes,Angela Bassett,Tom Sizemore,Juliette Lewis,Vincent D'Onofrio,William Fichtner,Michael Wincott,Glenn Plummer,Kelly Hu,Richard Edson,Josef Sommer,Michael Jace
To Wong Foo Thanks for Everything! Julie Newmar,Patrick Swayze,Wesley Snipes,John Leguizamo,Stockard Channing,Robin Williams,Alice Drummond,Blythe Danner,Arliss Howard,Chris Penn,Melinda Dillon,Beth Grant,Michael Vartan
Under Siege 2: Dark Territory,Steven Seagal,Eric Bogosian,Everett McGill,Katherine Heigl,Peter Greene,Patrick Kilpatrick,Scott Sowers,Andy Romano,Sandra Taylor
A Walk in the Clouds,Keanu Reeves,Aitana Sanchez-Gijon,Anthony Quinn,Debra Messing,Giancarlo Giannini,Freddy Rodriguez
Waterworld,Kevin Costner,Rick Aviles,R. D. Call,Jeanne Tripplehorn,Dennis Hopper,Jack Black,Zakes Mokae,Jack Kehler,Michael Jeter,Kim Coates
Billy Madison,Adam Sandler,Darren McGavin,Bridgette Wilson,Bradley Whitford,Josh Mostel,Norm Macdonald,Larry Hankin,Chris Farley,Steve Buscemi
Clerks,Brian O'Halloran,Jeff Anderson,Jason Mewes,Kevin Smith,Scott Mosier,Walt Flanagan
Don Juan DeMarco,Johnny Depp,Marlon Brando,Faye Dunaway,Rachel Ticotin,Talisa Soto,Marita Geraghty,Carmen Argenziano
Disclosure,Michael Douglas,Demi Moore,Donald Sutherland,Dylan Baker,Roma Maffia,Caroline Goodall,Dennis Miller,Nicholas Sadler,Donal Logue
Dolores Claiborne,Kathy Bates,Jennifer Jason Leigh,Christopher Plummer,David Strathairn,John C. Reilly,Eric Bogosian,Bob Gunton
Dumb and Dumber,Jim Carrey,Jeff Daniels,Lauren Holly,Teri Garr,Mike Starr,Karen Duffy,Charles Rocket,Rob Moran,Felton Perry,Zen Gesner,Connie Sawyer,Lin Shaye,Harland Williams,Fred Stoller
Ed Wood,Johnny Depp,Martin Landau,Sarah Jessica Parker,Patricia Arquette,Jeffrey Jones,Vincent D'Onofrio,Bill Murray,Mike Starr,Max Casella,Brent Hinkley,Juliet Landau,Norman Alden,Leonard Termo,Ned Bellamy,Bill Cusack,Lisa Marie,Stanley DeSantis,Biff Yeager,Carmen Filpi,Melora Walters,Matthew Barry,Anthony Russell,Rance Howard,Ray Baker,Louis Lombardi,Maurice LaMarche,Ralph Moratz
French Kiss,Meg Ryan,Kevin Kline,Timothy Hutton,Jean Reno,Francois Cluzet
A Goofy Movie,Bill Farmer,Jason Marsden,Rob Paulsen,Jim Cummings,Julie Brown,Wayne Allwine,Wallace Shawn,Florence Stanley,Frank Welker,Pat Buttram,Pauly Shore
Heavenly Creatures,Melanie Lynskey,Kate Winslet,Diana Kent,Clive Merrison,Jed Brophy,Peter Elliott
I.Q.,Tim Robbins,Meg Ryan,Walter Matthau,Stephen Fry,Joseph Maher,Tony Shalhoub,Frank Whaley,Charles Durning
Interview with the Vampire,Brad Pitt,Tom Cruise,Kirsten Dunst,Antonio Banderas,Christian Slater,Stephen Rea,Thandie Newton,Indra Ove,Andrew Tiernan,Helen McCrory
Junior,Arnold Schwarzenegger,Danny DeVito,Emma Thompson,Frank Langella,Pamela Reed,Aida Turturro,Christopher Meloni,Megan Cavanagh,Welker White,James Eckhouse,Stefan Gierasch,Kevin West,Kathleen Chalfant,Anna Gunn,Lawrence Tierney,Fred Stoller,Tom Dugan,Lawrence T. Wrentz
Just Cause,Sean Connery,Laurence Fishburne,Blair Underwood,Ruby Dee,Scarlett Johansson,Ed Harris,Christopher Murray,Ned Beatty,Chris Sarandon,Deborah Smith Ford,Hope Lange,Kevin McCarthy,Victor Slezak,Lynne Thigpen,George Plimpton,Vitamin C,Deborah Smith Ford
Star Wars,Mark Hamill,Harrison Ford,Carrie Fisher,Alec Guinness,Anthony Daniels,Kenny Baker,Peter Mayhew,David Prowse,James Earl Jones,Jack Purvis,Denis Lawson,Garrick Hagon,Richard LeParmentier,William Hootkins,Angus MacInnes,Scott Beach,Peter Diamond,Harry Fielder,Derek Lyons,Marcus Powell,Shane Rimmer,Malcolm Tierney,Burnell Tucker,Bill Weston,Fred Wood
Little Women,Winona Ryder,Gabriel Byrne,Trini Alvarado,Samantha Mathis,Kirsten Dunst,Claire Danes,Christian Bale,Eric Stoltz,Susan Sarandon,John Neville
Legends of the Fall,Brad Pitt,Anthony Hopkins,Aidan Quinn,Julia Ormond,Henry Thomas,David Kaye,Kenneth Welsh,Nigel Bennett
Major Payne,Damon Wayans,Michael Ironside,Chris Owen,Leonard L. Thomas,Albert Hall
Mary Shelley's Frankenstein,Robert De Niro,Kenneth Branagh,Tom Hulce,Helena Bonham Carter,Aidan Quinn,Ian Holm,Richard Briers,John Cleese,Robert Hardy,Celia Imrie,Hugh Bonneville,David Kennedy,Angus Wright,Jim Carter
Miracle on 34th Street,Richard Attenborough,Elizabeth Perkins,Dylan McDermott,J.T. Walsh,James Remar,Jennifer Morrison,Joss Ackland
Murder in the First,Christian Slater,Kevin Bacon,Gary Oldman,Embeth Davidtz,William H. Macy,Stephen Tobolowsky,Brad Dourif,Kyra Sedgwick,Mia Kirshner
Nell,Jodie Foster,Liam Neeson,Natasha Richardson,Richard Libertini,Nick Searcy,Jeremy Davies,Sean Bridgers
Natural Born Killers,Woody Harrelson,Juliette Lewis,Robert Downey Jr.,Tommy Lee Jones,Tom Sizemore,Rodney Dangerfield,Edie McClurg,Russell Means,Sean Stone,Jared Harris,O-Lan Jones,Pruitt Taylor Vince,Steven Wright,Lanny Flaherty,Richard Lineback,Kirk Baltz,Dale Dye,Evan Handler,Saemi Nakamura,Balthazar Getty,Red West,Peter Crombie,Joe Grifasi,Carl Ciarfalio,Marshall Bell,Louis Lombardi
Outbreak,Dustin Hoffman,Rene Russo,Morgan Freeman,Kevin Spacey,Cuba Gooding Jr.,Donald Sutherland,Patrick Dempsey,Benito Martinez,Malick Bowens,Zakes Mokae,Dale Dye
Leon: The Professional,Jean Reno,Natalie Portman,Gary Oldman,Danny Aiello,Peter Appel,Michael Badalucco,Ellen Greene,Don Creech,Jernard Burks,Maiwenn,George Martin,Tommy Hollis,Samy Naceri
Pulp Fiction,John Travolta,Samuel L. Jackson,Uma Thurman,Bruce Willis,Ving Rhames,Harvey Keitel,Eric Stoltz,Tim Roth,Amanda Plummer,Quentin Tarantino,Christopher Walken,Rosanna Arquette,Peter Greene,Duane Whitaker,Phil LaMarr,Steve Buscemi,Bronagh Gallagher,Frank Whaley,Paul Calderon,Joseph Pilato,Kathy Griffin,Alexis Arquette,Julia Sweeney,Glendon Rich,Philip Ettington
Quiz Show,John Turturro,Ralph Fiennes,David Paymer,Hank Azaria,Christopher McDonald,Elizabeth Wilson,Allan Rich,Mira Sorvino,George Martin,Paul Guilfoyle,Griffin Dunne,Michael Mantell,Byron Jennings,Ben Shenkman,Timothy Busfield,Jack Gilpin,Bruce Altman,Martin Scorsese,Ernie Sabella,Barry Levinson,Debra Monk,Mario Cantone,Jerry Grayson,Illeana Douglas
The Quick and the Dead,Sharon Stone,Gene Hackman,Russell Crowe,Leonardo DiCaprio,Tobin Bell,Roberts Blossom,Kevin Conway,Keith David,Lance Henriksen,Pat Hingle,Gary Sinise,Mark Boone Junior,Raynor Scheine,Woody Strode
Three Colors: Red,Irene Jacob,Jean-Louis Trintignant,Jean-Pierre Lorit,Samuel Le Bihan,Zbigniew Zamachowski,Juliette Binoche,Julie Delpy
The Swan Princess,Jack Palance,John Cleese,Steven Wright,Steve Vinovich,Mark Harelik,Joel McKinnon Miller,Dakin Matthews,Adam Wylie
The Specialist,Sylvester Stallone,Sharon Stone,James Woods,Rod Steiger,Eric Roberts
Stargate,Kurt Russell,James Spader,Leon Rippy,John Diehl,Djimon Hounsou,Erick Avari,Christopher John Fields
The Santa Clause,Tim Allen,Judge Reinhold,Wendy Crewson,David Krumholtz,Peter Boyle,Eric Lloyd,Larry Brandenburg,Jayne Eastwood
The Shawshank Redemption,Tim Robbins,Morgan Freeman,Bob Gunton,Clancy Brown,Mark Rolston,James Whitmore,Gil Bellows,William Sadler,Jeffrey DeMunn,Larry Brandenburg,Brian Libby,David Proval,Jude Ciccolella,V.J. Foster,Frank Medrano,Ned Bellamy,Don McManus,Bill Bolender,James Babson,Actor Sergio Kato,Philip Ettington
Shallow Grave,Kerry Fox,Christopher Eccleston,Ewan McGregor,Ken Stott,Keith Allen,Peter Mullan,Gary Lewis,Tony Curran
Swimming with Sharks,Kevin Spacey,Frank Whaley,Michelle Forbes,Benicio del Toro,Patrick Fischler,Jerry Levine
Tank Girl,Lori Petty,Ice-T,Naomi Watts,Malcolm McDowell,Iggy Pop,Don Harvey,Jeff Kober,Reg E. Cathey,Scott Coffey,Ann Cusack,James Hong,Richard Schiff,Doug Jones,Clayton Landey,Anne Fletcher,Ann Magnuson
Star Trek: Generations,Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,Michael Dorn,Gates McFadden,Marina Sirtis,William Shatner,James Doohan,Walter Koenig,Malcolm McDowell,Alan Ruck,Whoopi Goldberg,Thomas Dekker,Jenette Goldstein
Village of the Damned,Christopher Reeve,Kirstie Alley,Linda Kozlowski,Michael Pare,Mark Hamill,Peter Jason,Karen Kahn,Thomas Dekker,George Buck Flower
Tommy Boy,Chris Farley,David Spade,Brian Dennehy,Dan Aykroyd,Rob Lowe,Sean McCann,Zach Grenier
What's Eating Gilbert Grape,Johnny Depp,Leonardo DiCaprio,Juliette Lewis,Mary Steenburgen,Laura Harrington,John C. Reilly,Kevin Tighe,Crispin Glover,Brady Coleman,Libby Villari
Virtuosity,Denzel Washington,Russell Crowe,Kelly Lynch,William Forsythe,Stephen Spinella,Louise Fletcher,Una Damon,Traci Lords,Kaley Cuoco
While You Were Sleeping,Sandra Bullock,Bill Pullman,Peter Gallagher,Peter Boyle,Jack Warden,Micole Mercurio,Monica Keena
Muriel's Wedding,Toni Collette,Bill Hunter,Rachel Griffiths,Daniel Wyllie,Daniel Lapaine
Ace Ventura: Pet Detective,Jim Carrey,Sean Young,Courteney Cox,Noble Willingham,Troy Evans,Raynor Scheine,Udo Kier,Frank Adonis,Tiny Ron Taylor,John Capodice,Alice Drummond,Mark Margolis,Randall 'Tex' Cobb
Bullets Over Broadway,John Cusack,Dianne Wiest,Jennifer Tilly,Chazz Palminteri,Mary-Louise Parker,Jack Warden,Rob Reiner,Tracey Ullman,Joe Viterelli,Jim Broadbent,Harvey Fierstein
Clear and Present Danger,Harrison Ford,Willem Dafoe,Anne Archer,Joaquim de Almeida,Henry Czerny,Harris Yulin,Donald Moffat,Miguel Sandoval,Benjamin Bratt,Raymond Cruz,Thora Birch,Ann Magnuson,Hope Lange,James Earl Jones,Ted Raimi,Greg Germann
The Client,Susan Sarandon,Tommy Lee Jones,Mary-Louise Parker,Anthony LaPaglia,Bradley Whitford,Will Patton,Brad Renfro,Anthony Edwards,J.T. Walsh,Anthony Heald,Kim Coates,Kimberly Scott,William H. Macy
The Crow,Ernie Hudson,Michael Wincott,Bai Ling,Anna Levine,David Patrick Kelly,Laurence Mason,Michael Massee,Tony Todd,Jon Polito,Bill Raymond,Marco Rodriguez
The Flintstones,John Goodman,Elizabeth Perkins,Rick Moranis,Rosie O'Donnell,Kyle MacLachlan,Halle Berry,Elizabeth Taylor,Richard Moll,Irwin Keyes,Jonathan Winters,Harvey Korman,Corey Burton,Roger L. Jackson
Forrest Gump,Tom Hanks,Robin Wright,Gary Sinise,Mykelti Williamson,Sally Field,Haley Joel Osment,Siobhan Fallon,Afemo Omilami,Sam Anderson,Brett Rice,Stephen Bridgewater,Michael Jace,Geoffrey Blake,Dick Cavett,Joe Alaskey,Zach Hanner,Mary Ellen Trainor
Four Weddings and a Funeral,Hugh Grant,Andie MacDowell,James Fleet,Simon Callow,John Hannah,Kristin Scott Thomas,Rowan Atkinson,Anna Chancellor,Rupert Vansittart,Struan Rodger,Sophie Thompson,Anna Chancellor,Struan Rodger
